市町村コード,都道府県名,市区町村名,事業所名称,事業所名称ｶﾅ,実施サービス,住所,電話番号,FAX番号,利用可能曜日,定員,URL,,,
052124,秋田県,大仙市,大仙美郷介護福祉組合かいご相談センター,ﾀﾞｲｾﾝﾐｻﾄｶｲｺﾞﾌｸｼｸﾐｱｲｶｲｺﾞｿｳﾀﾞﾝｾﾝﾀｰ,居宅介護支援事業所,秋田県大仙市板見内字一ツ森410,0187-73-7823,0187-69-3780,月火水木金,,http://daisenmisato.net/,,,
052124,秋田県,大仙市,特別養護老人ホーム真森苑,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑﾏﾓﾘｴﾝ,介護老人福祉施設,秋田県大仙市板見内字一ツ森410         ,0187-69-3838,0187-69-3780,月火水木金土日・祝日,105,http://daisenmisato.net/,,,
052124,秋田県,大仙市,真森苑短期入所生活介護事業所（空床利用）,ﾏﾓﾘｴﾝﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市板見内字一ツ森410,0187-69-3838,0187-69-3780,,空床利用,,,,
052124,秋田県,大仙市,高齢者生活支援ハウス「延寿庵」,ｺｳﾚｲｼｬｾｲｶﾂｼｴﾝﾊｳｽｴﾝｼﾞｭｱﾝ,生活支援ハウス,秋田県大仙市板見内字一ツ森410,0187-69-3838,0187-69-3780,月火水木金土日・祝日,15,http://daisenmisato.net/,,,
052124,秋田県,大仙市,デイサービスサンライズ,ﾃﾞｲｻｰﾋﾞｽｻﾝﾗｲｽﾞ,通所介護,秋田県大仙市堀見内字中田茂木74-7  　,0187-88-8335,0187-73-7201,月火水木金土・祝日,20,,,,
052124,秋田県,大仙市,リハビリデイもみじの家,ﾘﾊﾋﾞﾘﾃﾞｲﾓﾐｼﾞﾉｲｴ,通所介護,秋田県大仙市戸蒔字谷地中16-3,0187-66-1641,0187-66-1642,月火水木金・祝日,17,http://momijinoie.jp/,,,
052124,秋田県,大仙市,デイサービスあしたば,ﾃﾞｲｻｰﾋﾞｽｱｼﾀﾊﾞ,通所介護,秋田県大仙市戸地谷字勧農地113-3　   ,0187-62-2500,0187-62-2501,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,ショートステイ大仙あんり,ｼｮｰﾄｽﾃｲﾀﾞｲｾﾝｱﾝﾘ,短期入所生活介護,秋田県大仙市戸地谷字大和田288-1　   ,0187-88-8940,0187-88-8941,月火水木金土日・祝日,30,https://bdr-fc.com/anri-grp/,,,
052124,秋田県,大仙市,ケアステーション花ごよみ,ｹｱｽﾃｰｼｮﾝﾊﾅｺﾞﾖﾐ,居宅介護支援事業所,秋田県大仙市戸地谷字川前304-6　     ,0187-73-5682,0187-73-5683,月火水木金,,,,,
052124,秋田県,大仙市,早稲田イーライフ秋田,ﾜｾﾀﾞｲｰﾗｲﾌｱｷﾀ,通所介護,秋田県大仙市戸地谷字大和田132-14　 ,0187-73-5023,0187-73-6306,月火水木金・祝日,10,http://waseda-e-life.co.jp/,,,
052124,秋田県,大仙市,グループホームほほえみの家,ｸﾞﾙｰﾌﾟﾎｰﾑﾎﾎｴﾐﾉｲｴ,認知症対応型共同生活介護,秋田県大仙市戸地谷字川前209-2　      ,0187-62-6373,0187-62-6373,月火水木金土日・祝日,9,,,,
052124,秋田県,大仙市,こまち訪問介護事業所,ｺﾏﾁﾎｳﾓﾝｶｲｺﾞｼﾞｷﾞｮｳｼｮ,訪問介護,秋田県大仙市戸地谷字川前316-17,0187-88-8885,0187-88-8772,月火水木金土日・祝日,,,,,
052124,秋田県,大仙市,ショートステイえにしの郷,ｼｮｰﾄｽﾃｲｴﾆｼﾉｻﾄ,短期入所生活介護,秋田県大仙市高梨字水里151            ,0187-66-1080,0187-66-1081,月火水木金土日・祝日,24,,,,
052124,秋田県,大仙市,有料老人ホームこまち,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｺﾏﾁ,有料老人ホーム,秋田県大仙市高梨字水里177,0187-88-8571,0187-88-8572,月火水木金土日・祝日,27,,,,
052124,秋田県,大仙市,地域密着型通所介護「払田の街」,ﾁｲｷﾐｯﾁｬｸｶﾞﾀﾂｳｼｮｶｲｺﾞﾎｯﾀﾉﾏﾁ,通所介護,秋田県大仙市払田字下払田95-1　         ,0187-88-8180,0187-73-6441,月火水木金土・祝日,18,,,,
052124,秋田県,大仙市,元気でねットデイサービスセンター,ｹﾞﾝｷﾃﾞﾈｯﾄﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市横堀字杉下114-1　       ,0187-69-3933,0187-69-3931,月火水木金土・祝日,18,https://genkidenet.jp/,,,
052124,秋田県,大仙市,元気でねット指定居宅介護支援事業所,ｹﾞﾝｷﾃﾞﾈｯﾄｼﾃｲｷｮﾀｸｶｲｺﾞｼｴﾝｼﾞｷﾞｮｳｼｮ,居宅介護支援事業所,秋田県大仙市横堀字杉下114-1,0187-69-3932,0187-69-3931,月火水木金・祝日,,https://genkidenet.jp/,,,
052124,秋田県,大仙市,介護付き有料老人ホーム元気の郷,ｶｲｺﾞﾂｷﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｹﾞﾝｷﾉｻﾄ,特定施設,秋田県大仙市横堀字杉下114-1,0187-69-3933,0187-69-3931,月火水木金土日・祝日,28,https://genkidenet.jp/,,,
052124,秋田県,大仙市,サポートハウス高砂,ｻﾎﾟｰﾄﾊｳｽﾀｶｻｺﾞ,小規模多機能型居宅介護事業所,秋田県大仙市横堀字星宮661　         ,0187-69-3005,0187-69-3006,月火水木金土日・祝日,29,https://www.fukuju-2910.com/,,,
052124,秋田県,大仙市,グループホーム星宮,ｸﾞﾙｰﾌﾟﾎｰﾑﾎｼﾉﾐﾔ,認知症対応型共同生活介護,秋田県大仙市横堀字星宮66-3　        ,0187-69-3351,0187-69-3352,月火水木金土日・祝日,18,https://www.fukuju-2910.com/,,,
052124,秋田県,大仙市,グループホーム大仙ふくし苑,ｸﾞﾙｰﾌﾟﾎｰﾑﾀﾞｲｾﾝﾌｸｼｴﾝ,認知症対応型共同生活介護,秋田県大仙市福田字穴沢97-1　        ,0187-69-3031,0187-69-3032,月火水木金土日・祝日,9,,,,
052124,秋田県,大仙市,グループホーム仙北ふくし苑,ｸﾞﾙｰﾌﾟﾎｰﾑｾﾝﾎﾞｸﾌｸｼｴﾝ,認知症対応型共同生活介護,秋田県大仙市堀見内字穴沢16            ,0187-69-2221,0187-69-2311,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,グループホーム福寿草,ｸﾞﾙｰﾌﾟﾎｰﾑﾌｸｼﾞｭｿｳ,認知症対応型共同生活介護,秋田県大仙市福田字川原道下55-1　   ,0187-69-2910,0187-69-2912,月火水木金土日・祝日,18,https://www.fukuju-2910.com/,,,
